zip,exante_share_baseline,exante_share_alt2,exante_share_alt1
11233,.028383303,.014643026,.0094161322
11234,.052861575,.026327716,.019540498
11235,.039656278,.020548329,.015630372
11236,.047816135,.022982163,.016043093
11237,.011949794,.0075138365,.0071643069
11238,.035364244,.01897591,.014861655
11354,.031715937,.018312387,.015150602
11355,.023663132,.01300165,.010424575
11356,.039353643,.021491928,.016000001
11357,.04529202,.025415581,.020232085
11358,.039247509,.020412821,.016237706
11360,.053597037,.026944807,.022811711
11361,.042589013,.023062771,.017318375
11362,.052807521,.02973224,.026348703
11363,.043568369,.022015937,.019975539
11364,.052379824,.029574873,.023972603
11365,.043094937,.022474466,.017661044
11366,.042445626,.022376196,.016861362
11367,.049223695,.024534259,.018516995
11368,.023335902,.01282244,.010613416
11369,.045984335,.023254381,.016813325
11370,.038517084,.020045854,.015946181
11372,.028889606,.017701093,.015651254
11373,.022996156,.012305288,.009312572
11374,.043203264,.024025075,.018886214
11375,.048576869,.027589602,.0219301
11377,.02879354,.0157084,.012246339
11378,.039599758,.021823958,.018256247
11379,.039383285,.02160071,.018013313
11385,.028058419,.01561157,.012097808
11411,.053899165,.027622852,.021150522
11412,.055449635,.029286364,.019793941
11413,.055241685,.027885448,.021967903
11414,.047664985,.026881058,.022961203
11415,.038534831,.023699904,.017725617
11416,.042588919,.021865332,.015699405
11417,.044146542,.023712937,.016523236
11418,.041529633,.021404525,.015294001
11419,.046060272,.023348674,.017453877
11420,.050260164,.026422337,.020013161
11421,.045590691,.023818308,.01495295
11422,.052811962,.027388778,.021407964
11423,.042364296,.02277258,.017655686
11426,.056331862,.026904875,.018376326
11427,.04546836,.023146041,.017335951
11428,.047709137,.023989242,.016557872
11429,.048085265,.026324403,.021182885
11432,.02983701,.0167285,.012481078
11433,.051762149,.026435707,.015508366
11434,.056164004,.031143552,.024753375
11435,.032572545,.019612418,.014044944
11436,.064433001,.031836133,.02153334
11501,.04570584,.024076061,.020641703
11507,.04129767,.020390004,.0166348
11509,.048136368,.020035012,.012690355
11510,.052399024,.02670905,.020556822
11516,.043459427,.020762606,.014814815
11518,.046557441,.024574703,.020251488
11520,.047526218,.025974464,.019998549
11530,.035200648,.017149162,.013463569
11542,.040152211,.020439686,.016878122
11545,.030018646,.014906989,.011521558
11550,.039181951,.022511818,.016839854
11552,.045355752,.024123885,.018304789
11553,.053466305,.027107775,.021376301
11554,.039125118,.021526571,.019191919
11557,.035625454,.019006772,.016348304
11558,.044987462,.024595827,.021180555
11559,.038370043,.01864616,.013891568
11560,.030827327,.01857288,.012820513
11561,.055572458,.026754256,.019769358
11563,.039487384,.023528477,.020250149
11565,.039514147,.020879297,.014020116
11566,.035904318,.01912773,.016205797
11570,.035760611,.018736914,.016269799
11572,.04091746,.021141598,.016328573
11575,.054499689,.028471416,.021889402
11576,.035253003,.015410233,.012111112
11577,.042600222,.021918027,.01827582
11579,.041106172,.021187728,.014547571
11580,.055178884,.029460194,.021479346
11581,.049357023,.024645103,.020423919
11590,.042390767,.022735944,.017999105
11596,.033520456,.018343037,.017689481
11598,.036743876,.018149819,.013223524
11691,.026772361,.015847173,.015137392
11693,.051660798,.027687225,.022428572
11694,.037636835,.019904098,.014846416
11701,.047662534,.026334455,.020205623
11702,.043037921,.021272469,.016085271
11703,.051897164,.028114174,.023311367
11704,.047714796,.0254273,.017891424
11705,.03322446,.017939469,.013430127
11706,.052077703,.026623772,.019121593
11709,.033218395,.018153932,.016431924
11710,.037076354,.020805344,.018467909
11713,.043206833,.023186695,.019749736
11714,.041674525,.022337994,.018212317
11715,.041883498,.021100227,.013867003
11716,.03203601,.018148558,.017546227
11717,.056994542,.028510103,.019114519
11718,.047907334,.020543443,.017028524
11720,.047824215,.023879742,.018607961
11721,.03774365,.019010074,.015154942
11722,.059056707,.031049501,.02380611
11724,.021903418,.010321731,.00832293
11725,.039142832,.019491946,.015249267
11726,.04487332,.02565724,.020616993
11727,.058381859,.030048199,.021034228
11729,.048403244,.026608076,.01961408
11730,.031666044,.0179145,.014786308
11731,.036954224,.020052541,.015677761
11733,.039115015,.017040715,.011636191
11735,.04428805,.023861459,.019176843
11738,.041785672,.022974906,.015418697
11740,.042197533,.020227613,.015416076
11741,.036384154,.021009531,.017142568
11742,.054660697,.025534973,.018009059
11743,.04290789,.019943714,.015327731
11746,.043607298,.021298105,.016229117
11747,.038844828,.019377325,.015830036
11749,.08367075,.03947106,.026839426
11751,.043305993,.025771972,.021031747
11752,.042340904,.022607222,.018241627
11753,.034860924,.017158138,.016427105
11754,.037200917,.019832032,.015250211
11755,.042153463,.021833427,.01931002
11756,.048294187,.025071744,.020404108
11757,.048952322,.024774004,.019634761
11758,.036898214,.019831255,.015802534
11762,.03903449,.020253124,.016129032
11763,.05320121,.028682919,.022749068
11764,.035029769,.018607635,.016259251
11766,.038045511,.0186792,.017789509
11767,.04314385,.020594127,.017515764
11768,.035842139,.016278755,.012258737
11769,.047919039,.02175319,.017623734
11770,.045710936,.038910504,
11771,.033394322,.017104026,.016166961
11772,.049544759,.027023511,.022036845
11776,.049970604,.026194826,.018146388
11777,.041216578,.018969039,.01425031
11778,.073649749,.035023618,.025967723
11779,.048092585,.024905154,.020007594
11780,.037722006,.017286435,.013448513
11782,.038070172,.018697092,.014036383
11783,.03842397,.02103968,.017712418
11784,.051709536,.028076289,.020667151
11786,.039588679,.018592298,.014585232
11787,.038447835,.019917827,.015880236
11788,.037395183,.019000109,.014570097
11789,.064620323,.033907726,.024681529
11790,.036324274,.01725002,.013812422
11791,.03588143,.017569788,.014945964
11792,.052217446,.020546667,.013803681
11793,.036315631,.019479649,.016964795
11795,.038152143,.020048467,.017239442
11797,.032729127,.015614632,.012556192
11798,.051656142,.029799148,.022939866
11801,.042332821,.023836005,.019835647
11803,.037104793,.019538177,.016994677
11804,.031234683,.017059362,.013296399
11901,.049113832,.02503521,.017603748
11932,.061382733,.024779102,.02192362
11933,.049471185,.025769975,.01704173
11934,.058864098,.024594143,.016371341
11935,.03625837,.019736154,.01401682
11937,.062899373,.025450891,.016252821
11940,.049904633,.021533193,.015051998
11942,.061072394,.024665345,.019484412
11944,.04848633,.023578001,.020148462
11946,.058538426,.026718162,.021253044
11949,.049956411,.022785628,.015735557
11950,.059606332,.032390393,.021116139
11952,.044916645,.019795399,.013679509
11953,.069811575,.035058025,.022473166
11954,.041722372,.020463955,.016166961
11961,.054946255,.029452451,.022722185
11963,.063005373,.02655687,.019681349
11964,.050175924,.026338058,.019936204
11967,.063380696,.033471279,.022400096
11968,.050939158,.024072856,.017220724
11971,.041647192,.021589428,.018190086
11976,.0495819,.023423424,.018159807
11977,.0612849,.023149304,.018332347
11978,.059369024,.023626637,.01853344
11980,.071342371,.033504795,.019050919
12009,.024672573,.01972067,.018964112
12018,.026723396,.020927401,.020483484
12019,.021401541,.016966566,.015204003
12020,.027488763,.023521658,.021548284
12027,.024819108,.019042742,.02084781
12033,.022695908,.020862618,.019234193
12037,.018637918,.017315784,.014717273
12047,.018265773,.019566312,.020941583
12053,.025884788,.021810643,.020572163
12054,.024797942,.019801645,.018166667
12061,.021636639,.019675259,.019198019
12065,.023841375,.020173132,.017307628
12074,.027274951,.023172019,.022313297
12075,.032870725,.020633366,.015850816
12077,.02012456,.018040737,.012805588
12090,.027970741,.02266074,.028172525
12106,.023558244,.019947583,.017895879
12110,.020256422,.018682256,.016870519
12118,.018173056,.019358231,.018951826
12143,.021434419,.020925881,.021856373
12144,.027128594,.024531309,.023046166
12148,.02851386,.023193816,.020898316
12158,.024623089,.021410942,.016833484
12159,.019058928,.014219592,.013356164
12170,.022432813,.019296855,.017042331
12180,.019014763,.01836798,.018215118
12182,.022782503,.021787303,.020774316
12184,.022078447,.021126334,.020381613
12186,.023889601,.018875422,.014681208
12188,.023314688,.021374898,.021008404
12189,.020112708,.018621569,.021104185
12198,.026336582,.022821577,.02604817
12202,.012487602,.011719861,.014420188
12203,.026367914,.022677956,.020663781
12204,.014914426,.013241029,.011615628
12205,.025688605,.023430053,.02205657
12206,.015524805,.014163018,.012722949
12208,.025201362,.02322327,.023843247
12209,.031330369,.030389156,.029278928
12210,.01258245,.013744127,.012050461
12211,.021504888,.020872865,.016433854
12302,.025942797,.024036877,.022336593
12303,.026726721,.023471927,.022940615
12304,.025917532,.025034679,.024845634
12305,.014055826,.010749919,.009072165
12306,.027732195,.025153996,.026265074
12307,.0094649801,.010576787,.0094871037
12308,.021223893,.022585506,.021752564
12309,.026019873,.022612853,.021208256
12401,.023472022,.023027427,.021321377
12404,.032668117,.024881518,.028929189
12428,.023797467,.022428885,.021029927
12443,.017799564,.020848107,.019566737
12446,.029190039,.026232474,.024621213
12477,.028116804,.023138506,.019894438
12484,.024214951,.023308987,.023674242
12498,.03079585,.024477307,.021459227
12508,.029258125,.025384676,.022181982
12516,.039614376,.029758137,.024892705
12518,.018802121,.019537829,.014705882
12524,.032223996,.025984937,.024466751
12525,.024474399,.02071172,.017012449
12528,.026393216,.025701923,.019696627
12529,.029512079,.021447493,.018879799
12533,.026010703,.019699959,.015138128
12534,.021072807,.019165806,.017403075
12538,.025320468,.021050572,.01612376
12549,.029923199,.020621078,.016678859
12550,.027050309,.023298243,.020972682
12553,.026860731,.025243396,.020086547
12561,.029741041,.021309447,.018020866
12563,.036039639,.02299409,.01613844
12566,.029392794,.023761429,.021720117
12571,.024479399,.020607769,.017142856
12572,.022745568,.018956715,.018101761
12586,.030170992,.02489534,.022238426
12589,.028972518,.019998444,.018811552
12590,.025389329,.022572758,.01950033
12601,.021860801,.020324126,.019175028
12603,.028547058,.023731356,.021283388
12701,.024591809,.02071666,.019538756
12721,.026369292,.021868719,.018308841
12737,.042599786,.031737637,.030068729
12754,.027438061,.022815261,.0176857
12758,.024338359,.022100061,.018074656
12764,.037579607,.027053008,.019963702
12771,.0274095,.022932895,.019880716
12775,.020782728,.032149669,.025089607
12779,.025451142,.018263267,.013223141
12790,.029816525,.02802431,.022705158
12803,.023294978,.022926552,.02540669
12822,.026851911,.023666168,.022985782
12831,.030003686,.023004789,.019483382
12833,.031790849,.020944282,.020491803
12835,.023812927,.022450889,.025249869
12866,.026513148,.019108823,.0160567
12871,.019467983,.025778512,.023723939
13309,.029051526,.017542016,.015720952
13316,.021623628,.016763043,.012571429
13323,.026487829,.017826386,.016433727
13338,.02561274,.019159457,.017410228
13403,.027680311,.017493624,.017760864
13413,.021971336,.019419085,.020581778
13438,.017799564,.018500542,.017622951
13440,.021423347,.017982733,.018769357
13492,.027780022,.021391956,.021861188
13501,.018657157,.014655633,.013878525
13502,.021742439,.017799681,.018932261
14004,.018812411,.017041897,.014517395
14043,.020990234,.019539643,.019824149
14051,.020539951,.017470652,.015510555
14052,.01977925,.01777773,.018238792
14067,.03115071,.020932009,.02101429
14068,.020473192,.017844789,.015849844
14075,.0228799,.019652603,.018459518
14092,.022975158,.019961018,.019992456
14094,.025603158,.019182703,.018181818
14105,.024185147,.01968232,.016469857
14108,.023041677,.020772431,.020687936
14120,.023270708,.019111151,.018559055
14131,.026576789,.018483274,.01891253
14132,.025417397,.018192684,.017183771
14150,.023277344,.020493357,.022819832
14172,.030376667,.020914569,.020565553
14174,.02203599,.018135836,.018804243
14201,.013813099,.010135225,.0082644625
14204,.010266908,.0094012702,.0082091168
14206,.020116685,.01632555,.015603696
14207,.01754654,.010816276,.0099291932
14208,.01533303,.012117644,.005672269
14209,.013752712,.012387314,.012430632
14210,.018818552,.012736705,.011921459
14211,.015693508,.01124506,.0080724731
14212,.010962094,.011317241,.0096339118
14213,.013317473,.0088093616,.0076930206
14214,.019864682,.017657891,.016025957
14215,.023487058,.017293401,.014077785
14216,.021442013,.019642891,.020095367
14218,.019033961,.014772324,.014702238
14220,.025096303,.01841782,.017124576
14221,.022991257,.020763384,.019925114
14222,.018912602,.017648987,.017112019
14225,.026280696,.024556864,.024327144
14226,.029183632,.024655523,.022756891
14227,.023779454,.01870905,.018913222
14228,.020770099,.018858358,.01702401
14301,.016087176,.011932107,.009788841
14303,.014836375,.011391954,.010265701
14304,.023552733,.019997194,.019112468
14305,.024554702,.01749438,.014847591
15001,.02478051,.01960667,.018673368
15003,.024634551,.01914588,.019602947
15005,.021737209,.019851645,.02003843
15009,.024779325,.018459827,.015645131
15010,.024551494,.018184066,.018608287
15012,.023768825,.017788883,.016562063
15014,.024654169,.021078775,.02057036
15017,.036520086,.027466459,.02428196
15021,.021613469,.017247854,.018475302
15022,.019222183,.0171124,.016006511
15024,.025196163,.021547459,.023801813
15025,.021230802,.015484349,.013540714
15033,.017972244,.011644767,.011426806
15037,.027684323,.020626575,.019389898
15042,.030537212,.019071536,.017796474
15044,.022854865,.019236105,.017181236
15045,.016086632,.014652353,.01216
15052,.019512808,.019322174,.021105142
15055,.043461259,.034593619,.027247956
15057,.020665571,.019393167,.020802377
15059,.019177929,.014403814,.014679556
15061,.023223748,.018815165,.018331707
15062,.019254098,.01693655,.016691957
15063,.026033256,.018521899,.016874103
15065,.024491753,.021077836,.02063971
15066,.023031756,.016613379,.013763538
15068,.024887977,.018622667,.016909683
15071,.027286861,.022504892,.017839015
15074,.024749393,.018286632,.020442411
15084,.022451621,.019855559,.018137675
15085,.028949048,.020601507,.018413354
15089,.024888033,.018594144,.018154634
15090,.020234251,.016881261,.017082242
15101,.024405561,.019739145,.018372407
15102,.024273861,.020491431,.021269884
15104,.010068064,.0088396017,.0094917938
15106,.026566511,.022253677,.023548119
15108,.02699697,.021580238,.019565927
15110,.019317923,.011147004,.0078585465
15112,.01911168,.017315743,.015967153
15116,.026392518,.023028336,.024385821
15120,.025133349,.018788153,.018515697
15122,.023267383,.019380508,.01662069
15126,.032116428,.026115898,.024895439
15129,.023770316,.019346876,.022040302
15131,.029854136,.021562813,.021276595
15132,.021011326,.014401291,.011735787
15133,.025657577,.018345926,.015455305
15135,.019435553,.020249622,.018403247
15136,.024277391,.019061053,.019959159
15137,.030065581,.022410396,.024796749
15139,.029591212,.020156609,.016489478
15143,.024912525,.020053253,.018684659
15144,.030133869,.019956946,.014925373
15145,.019557789,.015137311,.01762918
15146,.023871738,.020634128,.019301116
15147,.028584292,.022557152,.020860927
15201,.022745952,.017812436,.014069393
15202,.027820509,.021254238,.019250108
15203,.030804779,.02319386,.019459102
15204,.03110392,.022313215,.023076924
15205,.032632533,.023744447,.023119461
15206,.019306863,.017640458,.016655101
15207,.023824766,.019235438,.017673049
15208,.020168602,.014048725,.010876419
15209,.025924778,.021760119,.021414874
15210,.022057489,.017434672,.01532614
15211,.025289275,.020544454,.018216165
15212,.025400052,.019817194,.017021999
15213,.017191773,.01287433,.011797616
15214,.027586501,.021967612,.021702837
15215,.025741398,.018783472,.018596692
15216,.030072136,.023002472,.020415716
15217,.022702372,.018906554,.017285382
15218,.029605854,.023978747,.022462647
15219,.014549467,.011588863,.0099715097
15220,.02113454,.018541422,.017001916
15221,.028307736,.020293685,.018325636
15223,.025173666,.021432526,.018546555
15224,.017846182,.014892829,.013237813
15226,.035861287,.027510257,.025990099
15227,.026998773,.022677688,.02418879
15228,.023947297,.019833716,.016790442
15229,.035638541,.026153538,.024985529
15232,.020038741,.016938962,.015433071
15234,.028482439,.024371378,.023798237
15235,.034116529,.026624041,.023580821
15236,.028768908,.022962922,.020460822
15237,.025712339,.020824553,.018978583
15238,.021210361,.01517332,.014374554
15239,.025459435,.020819128,.019190464
15241,.020076221,.015486888,.014666205
15243,.032481506,.023787241,.021387585
15301,.022553651,.017168036,.018183444
15314,.020988185,.016368715,.015546056
15317,.026908949,.020944376,.021608273
15323,.018021818,.017980577,.022443891
15330,.022158856,.017097566,.015710723
15332,.027439229,.019931996,.022255944
15342,.024341386,.021259591,.02113867
15367,.024738081,.015400914,.010888655
15601,.023631513,.018469337,.017488038
15613,.022205396,.017260864,.01632653
15626,.028515685,.021322921,.023162939
15627,.022010453,.016921431,.015954053
15632,.01883442,.017251235,.015880151
15636,.019902498,.015795374,.015687706
15642,.024811124,.019355595,.018594667
15644,.026305521,.019304896,.01786926
15650,.021258468,.017197711,.016347356
15656,.026524056,.01898603,.017495031
15658,.0214638,.017645033,.017762544
15666,.020778095,.016679548,.01630149
15668,.020732811,.01704336,.014721759
15683,.020746008,.017195068,.016318537
15690,.018476086,.015651589,.017449239
15697,.023226483,.018726824,.019651631
16001,.02431372,.018483315,.017471056
16002,.024542572,.017435156,.018884731
16033,.026487282,.020178681,.019638827
16037,.023090329,.01687271,.014484007
16046,.028697822,.024542926,.022199798
16055,.022429997,.019277889,.018049346
16056,.019763984,.017793868,.016662039
16057,.02260742,.016905664,.015026296
16059,.02252702,.018000001,.017621899
16063,.022930168,.017591951,.015310078
16066,.028292997,.021870958,.019879581
16117,.025586044,.018134043,.019179195
16401,.031594224,.017763514,.015022861
16407,.024370546,.015196414,.014354067
16412,.023785906,.01888698,.020025633
16415,.023293078,.019047836,.016793154
16417,.026714912,.01846694,.018184852
16423,.02684922,.020567883,.017013889
16428,.026395982,.018612625,.017099712
16438,.022355538,.016384766,.016887598
16441,.025041277,.01871171,.020710059
16502,.015187266,.014205378,.012455324
16503,.00985133,.0070426408,.0069444445
16504,.029798578,.022973701,.022705771
16505,.025286553,.020923389,.02274153
16506,.022582276,.018573588,.018181818
16507,.010226802,.010193479,.010007849
16508,.03300669,.024972046,.023230687
16509,.023751205,.020445209,.020311587
16510,.022794897,.019422499,.018362079
16511,.025398524,.020777903,.018576661
17007,.025352309,.01953035,.017454546
17011,.028364457,.022317225,.021947395
17013,.025675159,.02117921,.022809176
17018,.02541572,.022256915,.022760862
17022,.026396872,.021107072,.021942776
17025,.033528186,.026440825,.021629907
17032,.030878913,.020470664,.017040661
17033,.01746401,.017103048,.015427367
17034,.031789623,.025257388,.029131357
17036,.024927843,.021048799,.018971041
17043,.031272475,.021317458,.024361949
17048,.025564967,.016594736,.016581632
17050,.029820576,.022016166,.020072121
17055,.022299327,.020242024,.023091218
17057,.026202414,.020801477,.021375464
17061,.02567168,.020128801,.018984729
17070,.027301185,.02463248,.02514014
17078,.025310362,.022393489,.023582954
17102,.024722617,.025597896,.025503643
17103,.023837088,.020508477,.0220349
17104,.023957549,.018087134,.018826937
17109,.025493227,.021391232,.020743035
17110,.035604324,.028035102,.026415776
17111,.026261546,.024905099,.024161784
17112,.025570376,.022430329,.022687821
17113,.030760132,.024224825,.024194645
17241,.026212942,.021140222,.024802301
17257,.027117552,.022769185,.024685903
17501,.023229938,.020370526,.019372694
17512,.026149545,.020394767,.019812474
17516,.020160533,.016773762,.017031631
17517,.027888563,.022534348,.023317536
17519,.024672789,.017937399,.018640351
17520,.024688043,.025648961,.023892773
17522,.024773428,.022313381,.021472963
17527,.017945975,.018723806,.017539464
17538,.02360481,.018054746,.017482517
17540,.022232769,.016992245,.014900154
17543,.02575182,.019840095,.018331744
17545,.024488404,.020432996,.020093147
17547,.039115209,.029602394,.027546445
17551,.025356712,.022418533,.023344088
17552,.030327141,.025137031,.025422364
17554,.035062812,.026957836,.029534193
17555,.027341936,.020153077,.018543646
17557,.022233985,.019016238,.018626815
17563,.021449473,.020037955,.019726248
17566,.022635283,.020417061,.022765489
17569,.029627658,.023569366,.022480236
17572,.018721454,.017257573,.019263698
17578,.027327321,.021766845,.022664836
17579,.022714801,.018539416,.018115941
17584,.020367829,.019678576,.019458281
17601,.02341265,.019884611,.01722631
17602,.024789279,.020154763,.020048348
17603,.028496528,.023599928,.024243811
18011,.031641189,.033568043,.029557874
18013,.025669049,.02328237,.023178808
18014,.022617152,.019562187,.017281918
18015,.022986878,.019759711,.021150034
18017,.024094157,.021335045,.019472864
18018,.0325059,.026253503,.02461322
18020,.030787103,.02103525,.016195728
18031,.022459535,.02244585,.031819228
18032,.030508183,.025965629,.028528301
18034,.030239057,.020843601,.01370135
18036,.023584986,.017518226,.015611257
18037,.02861418,.021725802,.01876935
18040,.035637498,.029066954,.022113249
18041,.024260836,.02400081,.026275897
18042,.028544044,.025038948,.025130017
18045,.029482672,.024892414,.022910412
18049,.023824325,.020423481,.020431856
18051,.025902865,.017999897,.013801262
18052,.024543291,.022017989,.020507509
18054,.025595088,.017000761,.0176799
18055,.02903693,.023623247,.021135265
18058,.037676528,.02690413,.021816337
18062,.032027438,.025622144,.019965122
18064,.023076655,.018392095,.017382711
18066,.02764569,.021986788,.019133242
18067,.028215528,.025835218,.026095266
18069,.022879845,.016784338,.017391304
18072,.022477999,.021427328,.023928422
18073,.029477451,.023663603,.023754915
18074,.037640858,.027699718,.021756647
18078,.025470069,.017719019,.014240506
18080,.026380826,.020879941,.020758769
18088,.024882052,.021948779,.020544747
18091,.022324212,.017934782,.016590908
18102,.0243873,.019650493,.019041609
18103,.028039262,.023497036,.023445826
18104,.031249523,.025633523,.02252315
18106,.029104006,.021778325,.018879293
18109,.034176417,.025565105,.026707571
18210,.045984682,.036344893,.032721967
18301,.038221374,.029168267,.021224238
18326,.028107064,.024179703,.023036988
18330,.037747983,.028400071,.022427911
18334,.047047019,.033978689,.025927581
18343,.021925984,.019502888,.015256085
18344,.031302679,.027590727,.026804123
18346,.037368465,.037877761,.032300305
18347,.031807885,.026642136,.025924148
18350,.027006233,.022811672,.023181455
18353,.0313816,.023040101,.019481281
18360,.028092351,.020373238,.017201835
18372,.028391354,.025181253,.020117763
18466,.049742561,.03664412,.029850746
18610,.058738556,.036444489,.025641026
18901,.023224808,.017729005,.015544296
18914,.027721992,.020949636,.018382085
18925,.02108738,.017764905,.019358408
18929,.025048425,.016948031,.012693247
18938,.022955298,.017667541,.015211092
18940,.026819473,.020395886,.016530106
18944,.027549667,.020698255,.017722778
18947,.017055329,.015908858,.013615734
18951,.032315012,.026536256,.021219827
18954,.013591838,.011761608,.010888798
18960,.027214775,.022072177,.021194393
18964,.026151478,.021086769,.022773692
18966,.023569565,.019185208,.018770497
18969,.029499231,.022458199,.018928036
18974,.024224607,.019926928,.017566798
18976,.026009694,.020217538,.016527152
18977,.014390293,.012704547,.011353176
19001,.033185001,.026094001,.022343095
19002,.023416741,.018160081,.015475546
19003,.033590369,.026901769,.023823094
19004,.021673443,.020690797,.016400278
19006,.017639996,.016825551,.016366087
19007,.025911266,.023579016,.024801316
19008,.024378818,.020111507,.019754769
19010,.023866681,.016762326,.014606197
19012,.029769482,.023710422,.016641121
19013,.021663152,.015484367,.013068732
19014,.03276328,.026608536,.023104932
19015,.037120104,.030734653,.031530689
19018,.03114016,.028454797,.02699516
19020,.024226442,.019067954,.017416209
19021,.028544758,.025091907,.023179749
19022,.02252152,.0218239,.025221858
19023,.033116695,.029958209,.030116884
19025,.017145308,.014461056,.014580191
19026,.03146163,.02735031,.02481609
19027,.024114663,.020103985,.016795069
19029,.034926903,.026397215,.025302922
19030,.026192503,.021605313,.018549189
19031,.026133681,.020895522,.016377952
19032,.03143711,.035024926,.03784813
19033,.0277505,.024883941,.024105055
19034,.014383824,.014455401,.0088077337
19035,.016506219,.014418716,.012820513
19036,.031706523,.029606616,.027535258
19038,.032931156,.02435522,.021936815
19040,.025732141,.021228826,.021856466
19041,.022246733,.01658405,.017861975
19044,.028587911,.022173097,.021252001
19046,.020107294,.016996695,.016042002
19047,.025002159,.017972501,.015452628
19050,.033824679,.028995261,.025998143
19053,.025476966,.020558992,.01948618
19054,.030821666,.023056185,.021177644
19055,.031884622,.02804007,.025125628
19056,.023542019,.019651415,.018341089
19057,.032514449,.025819253,.021693077
19061,.026863143,.021891668,.020643508
19063,.024874093,.018975914,.019252412
19064,.026835263,.021320833,.019470228
19066,.019646116,.01579003,.014251782
19067,.024671305,.019181846,.016970254
19070,.029315488,.022075294,.020298507
19072,.024733953,.019854149,.016674045
19073,.024176354,.018244429,.015119957
19074,.028160052,.026170205,.025949063
19075,.027861195,.023171708,.02193323
19076,.028138231,.024644166,.021311475
19078,.028021762,.024947401,.024826579
19079,.037127685,.030958876,.029982047
19081,.023168581,.020113677,.019752312
19082,.03100786,.026168961,.024423454
19083,.030806109,.024814568,.023067504
19085,.016334059,.011161814,.0086956518
19086,.023612693,.021021312,.019080235
19087,.033241458,.022595651,.016648639
19090,.029813042,.024648204,.023690037
19094,.036453385,.028131021,.025623735
19096,.025511228,.01980309,.018210197
19102,.022191662,.018801298,.024092298
19103,.02652297,.020421321,.018657517
19104,.013101537,.010336474,.0096875001
19106,.029925179,.026050048,.022889044
19107,.014108717,.016528752,.016755097
19111,.034195978,.026295926,.023910675
19114,.027585991,.022832936,.021636469
19115,.025660345,.021035388,.01846209
19116,.030818192,.022184765,.020212013
19118,.02279944,.017728848,.016456634
19119,.031425755,.025088718,.021379923
19120,.035959911,.026195407,.023172803
19121,.011854921,.011617486,.011331039
19122,.016853785,.015736973,.015701415
19123,.032992259,.025930429,.024208009
19124,.031197352,.024815772,.024215024
19125,.027504222,.027116943,.028682973
19126,.027344584,.024392145,.025740597
19127,.026936321,.032392532,.034472048
19128,.03059453,.027460406,.026579369
19129,.027173974,.029231334,.025008282
19130,.028829364,.030955156,.027163872
19131,.028934319,.020611275,.016858997
19132,.018013418,.014262545,.012254767
19133,.0094082793,.00940968,.0089096688
19134,.020039219,.017801849,.018115941
19135,.03218551,.028957136,.027889989
19136,.031787924,.027820721,.025340652
19137,.037340626,.028264605,.02747678
19138,.030263944,.026103068,.025634019
19139,.021020189,.017405868,.015961971
19140,.017560892,.013454286,.012602443
19141,.027492849,.022169849,.022051251
19142,.041013442,.027083673,.024608659
19143,.02507096,.020162415,.017616093
19144,.024390129,.019100109,.017845761
19145,.028877949,.02422943,.022776781
19146,.024832822,.025239011,.029187081
19147,.033020448,.029305289,.027931944
19148,.030819692,.025764953,.025374016
19149,.039678749,.029790852,.026476031
19150,.036095846,.027945997,.026944751
19151,.043694906,.03093954,.027231378
19152,.030622505,.024966722,.022803683
19153,.038263645,.028976096,.023654042
19154,.031163175,.025285998,.024564499
19301,.030653037,.021297928,.016845951
19311,.015709696,.01550328,.013102556
19312,.01725547,.014262972,.012994899
19317,.025187721,.018079443,.017059073
19320,.030226642,.026612323,.023514697
19333,.023881592,.018271752,.017809622
19335,.025163395,.021699529,.019654648
19341,.026221029,.018930696,.014078709
19342,.022783274,.018141255,.016201697
19343,.015800722,.01287146,.0099925976
19344,.028041769,.021243513,.019920319
19348,.024301952,.017771443,.016823824
19350,.018041264,.013781365,.013936366
19352,.030657547,.016940789,.014700339
19355,.025183437,.017800143,.014916574
19362,.02293635,.019242376,.016028956
19363,.032611754,.021336306,.01579495
19365,.027663369,.027760696,.025210084
19380,.024996806,.020110782,.016895151
19382,.025314141,.019775646,.016534714
19390,.027445136,.02030951,.015464475
19401,.030782709,.024583757,.020875219
19403,.031241968,.02478474,.021733351
19405,.023479231,.027244177,.028131478
19406,.026766937,.023749467,.019804401
19422,.020943744,.018121878,.018390805
19425,.027746888,.023634464,.029495828
19426,.046286732,.027279995,.019332908
19428,.026814086,.027550582,.031389769
19438,.028172836,.019728197,.015533857
19440,.018179057,.017768994,.016191211
19444,.023736274,.019884735,.019503072
19446,.026187452,.021360848,.01939895
19454,.032610338,.025053961,.021169251
19460,.034203216,.025738051,.022933127
19462,.02752238,.021132756,.019107681
19464,.030692758,.02760672,.027653739
19465,.025455033,.020892873,.019716088
19468,.037762858,.027542999,.023121051
19473,.035821676,.026687376,.023282051
19475,.027262183,.021079823,.018024215
19504,.023049548,.016592503,.015168539
19506,.029781301,.023452435,.018272744
19508,.030304605,.022750229,.02090966
19510,.036473725,.028321391,.020989794
19512,.027056558,.021350954,.017359974
19518,.030275116,.02240522,.017239651
19520,.014990145,.016786335,.01454112
19522,.02591118,.020959284,.021355705
19525,.024964113,.018893778,.015984235
19526,.023938997,.021116296,.024109792
19530,.031171996,.019433586,.01953022
19533,.028467799,.022493057,.026077349
19539,.028652955,.019704023,.017354878
19540,.025788043,.020404341,.019896492
